IMR5	SHEP	SKNAS	SY5Y
ENSG00000118705.15	3182	2979	3217	2752
ENSG00000118702.8	6	0	0	2
ENSG00000101363.11	1227	1246	1200	970
ENSG00000197122.10	1611	849	1309	1089
ENSG00000213979.3	4	0	2	6
ENSG00000166619.11	2397	1439	2130	1786
ENSG00000053438.8	1946	85	174	1873
ENSG00000276603.1	58	20	44	41
ENSG00000235044.1	8	1	5	7
ENSG00000274469.1	0	0	0	0
ENSG00000228234.1	0	0	0	0
ENSG00000225759.1	0	0	0	0
ENSG00000204117.1	0	0	0	0
ENSG00000132792.17	2068	1562	1469	1762
ENSG00000132821.10	77	28	64	42
ENSG00000199683.1	17	0	4	19
ENSG00000101407.11	1637	1405	1703	1275
ENSG00000101413.10	1229	734	1418	859
ENSG00000264767.2	0	2	0	0
ENSG00000277550.1	20	2	2	12
ENSG00000198959.10	1602	4804	6216	595
ENSG00000149633.10	409	368	352	237
ENSG00000277829.1	16	12	12	10
ENSG00000101425.11	7	4	6	10
ENSG00000206249.3	0	2	0	0
ENSG00000281466.1	0	0	0	0
ENSG00000129988.5	41	23	6	7
ENSG00000275285.1	0	0	0	0
ENSG00000224635.1	71	50	99	65
ENSG00000275401.1	42	6	21	20
ENSG00000196756.10	1719	931	1290	1273
ENSG00000277034.1	0	0	0	0
ENSG00000235408.4	9	10	7	9
ENSG00000273718.1	0	0	0	0
ENSG00000225091.3	50	29	39	22
ENSG00000201512.1	47	29	53	18
ENSG00000200354.1	15	6	9	5
ENSG00000201811.1	0	0	0	0
ENSG00000174365.18	645	401	527	485
ENSG00000274309.1	0	0	0	0
ENSG00000199266.1	5	7	12	12
ENSG00000170471.13	2788	1933	2856	2217
ENSG00000275453.1	2	1	0	0
ENSG00000231307.1	22	4	12	11
ENSG00000182035.10	1	0	0	2
ENSG00000281747.1	0	0	0	0
ENSG00000124143.9	1	67	0	2
ENSG00000213959.2	2	0	0	0
ENSG00000277965.1	2	0	0	0
ENSG00000101438.3	2	0	0	2
ENSG00000101442.9	907	480	571	732
ENSG00000199691.1	7	4	5	4
ENSG00000101445.8	105	26	149	134
ENSG00000240474.3	0	0	0	2
ENSG00000101447.12	1107	909	1246	805
ENSG00000274825.1	70	15	34	59
ENSG00000261431.1	20	2	3	6
ENSG00000101452.13	908	545	815	617
ENSG00000277581.1	16	2	11	16
ENSG00000223864.1	4	4	18	3
ENSG00000230324.1	2	0	0	0
ENSG00000211534.2	0	0	0	0
ENSG00000224357.1	1	0	0	2
ENSG00000275337.1	0	0	0	2
ENSG00000281574.1	0	0	0	0
ENSG00000229976.1	0	0	0	0
ENSG00000234878.1	0	0	0	0
ENSG00000237767.1	13	0	0	4
ENSG00000233415.1	0	0	0	0
ENSG00000281064.1	0	0	0	0
ENSG00000223410.1	0	0	0	0
ENSG00000221201.2	0	0	0	0
ENSG00000204103.3	1389	41	70	1137
ENSG00000229771.2	6	18	0	4
ENSG00000238908.1	0	0	0	0
ENSG00000222612.1	4	0	0	1
ENSG00000198900.5	3857	2627	3096	3552
ENSG00000226648.1	77	15	24	49
ENSG00000124181.13	4914	2746	4148	3627
ENSG00000276169.1	1	3	1	1
ENSG00000174306.20	2354	1507	2833	1380
ENSG00000272407.1	0	0	0	0
ENSG00000242748.1	8	2	5	9
ENSG00000263989.2	10	0	12	4
ENSG00000235102.1	0	0	0	0
ENSG00000132793.10	235	54	273	137
ENSG00000183798.4	279	13	26	125
ENSG00000229398.1	0	0	0	0
ENSG00000124177.13	2678	1129	2398	2027
ENSG00000235088.1	9	11	10	2
ENSG00000273951.1	14	7	14	8
ENSG00000232493.2	17	8	15	11
ENSG00000252386.1	0	0	0	0
ENSG00000212224.1	0	0	0	0
ENSG00000225458.1	0	0	0	0
ENSG00000223651.1	0	0	0	0
ENSG00000228959.1	0	0	0	0
ENSG00000196090.11	1	0	2	5
ENSG00000229892.1	0	0	0	0
ENSG00000229042.2	0	0	0	0
ENSG00000227599.1	0	0	0	0
ENSG00000223190.1	0	0	0	0
ENSG00000266136.2	1	0	0	0
ENSG00000233508.2	0	0	0	0
ENSG00000240639.3	0	0	0	0
ENSG00000226038.5	7	5	17	5
ENSG00000252193.1	0	0	0	0
ENSG00000281368.1	0	0	0	0
ENSG00000237555.1	0	0	0	0
ENSG00000281663.1	0	0	0	0
ENSG00000201021.1	0	0	0	0
ENSG00000233711.1	0	0	0	0
ENSG00000206998.1	0	0	0	0
ENSG00000124193.13	3440	2861	3525	2877
ENSG00000201372.1	3	1	2	0
ENSG00000185513.13	394	190	323	281
ENSG00000234271.1	11	4	10	16
ENSG00000277611.1	0	0	0	0
ENSG00000226143.1	0	0	0	0
ENSG00000101049.13	25	3	23	19
ENSG00000101052.11	1086	748	997	793
ENSG00000215467.2	3	2	0	1
ENSG00000101057.14	3459	2223	2871	2962
ENSG00000124196.5	0	0	0	0
ENSG00000206801.1	0	0	0	0
ENSG00000233277.1	0	0	0	0
ENSG00000124191.16	103	69	1269	31
ENSG00000241229.3	0	0	5	0
ENSG00000149596.6	1148	1108	1661	1197
ENSG00000132823.9	1000	924	973	819
ENSG00000223891.4	284	93	177	227
ENSG00000124194.14	422	18	24	340
ENSG00000197296.5	576	599	608	647
ENSG00000101074.3	0	0	0	0
ENSG00000201363.2	0	0	0	0
ENSG00000226812.2	0	0	1	0
ENSG00000101076.15	1	50	6	0
ENSG00000229005.2	0	0	0	0
ENSG00000233376.1	0	0	0	0
ENSG00000266151.1	0	0	0	0
ENSG00000265893.1	0	0	0	0
ENSG00000237907.1	0	0	0	0
ENSG00000168746.7	0	0	1	2
ENSG00000226243.1	26	2	9	13
ENSG00000124120.9	985	1134	1413	888
ENSG00000132824.12	2002	2942	2816	2308
ENSG00000168734.12	634	967	702	471
ENSG00000196839.11	550	428	448	398
ENSG00000132832.8	2	8	0	4
ENSG00000244558.4	0	3	0	4
ENSG00000064205.9	140	23	31	112
ENSG00000124249.6	4	8	3	9
ENSG00000276223.1	0	2	0	0
ENSG00000101098.11	387	285	38	211
ENSG00000277708.1	0	0	0	0
ENSG00000166913.11	3644	4053	3920	3884
ENSG00000101104.11	1301	911	1669	797
ENSG00000025772.7	1645	1567	1766	1596
ENSG00000227477.1	26	10	16	9
ENSG00000101109.10	1349	1246	1915	1396
ENSG00000252021.1	0	1	3	0
ENSG00000124134.7	27	9	53	8
ENSG00000175121.10	1	1	0	2
ENSG00000168703.5	0	2	0	4
ENSG00000124102.4	29	12	43	97
ENSG00000124233.11	0	0	0	0
ENSG00000124157.6	0	0	0	0
ENSG00000233352.1	0	0	0	0
ENSG00000243995.1	0	0	0	0
ENSG00000124107.5	14	5	2	43
ENSG00000124159.14	10	7	0	16
ENSG00000124232.9	2	4	0	1
ENSG00000124145.6	921	2660	1934	853
ENSG00000275894.1	15	35	30	14
ENSG00000204070.8	907	1140	1070	672
ENSG00000254806.4	1	0	0	2
ENSG00000124251.9	32	33	35	32
ENSG00000232880.1	6	1	4	4
ENSG00000244274.6	16	30	16	31
ENSG00000124155.15	2098	1820	2505	1639
ENSG00000273555.1	2	2	5	6
ENSG00000277022.1	4	0	4	2
ENSG00000269549.2	5	5	18	11
ENSG00000101443.16	6	4	72	4
ENSG00000237464.1	2	0	8	0
ENSG00000237068.1	0	0	0	0
ENSG00000101446.7	0	0	0	0
ENSG00000243543.7	0	0	0	0
ENSG00000232135.1	0	0	0	0
ENSG00000249139.1	0	0	0	0
ENSG00000229900.1	0	0	0	0
ENSG00000101448.12	0	0	2	0
ENSG00000158901.10	0	0	0	0
ENSG00000201923.1	0	0	0	0
ENSG00000230860.1	0	0	0	0
ENSG00000180205.3	0	0	0	0
ENSG00000180305.4	0	0	0	0
ENSG00000235508.3	39	17	17	35
ENSG00000180083.9	0	4	0	2
ENSG00000182931.8	2	52	1	0
ENSG00000168634.4	1	4	2	0
ENSG00000266071.1	0	1	0	0
ENSG00000149651.3	0	2	0	0
ENSG00000226188.2	0	2	2	0
ENSG00000124116.17	16	189	55	6
ENSG00000168630.3	0	0	1	2
ENSG00000221046.1	0	1	0	0
ENSG00000101457.11	1252	1379	1013	1111
ENSG00000175063.15	1212	1096	1066	1053
ENSG00000101470.8	628	589	608	817
ENSG00000124104.17	688	999	816	496
ENSG00000101473.15	892	672	747	739
ENSG00000277051.1	3	1	2	1
ENSG00000132801.6	234	185	307	156
ENSG00000168612.4	903	474	746	673
ENSG00000149634.4	74	15	80	28
ENSG00000124257.6	65	16	55	46
ENSG00000064601.15	2072	1937	2370	1638
ENSG00000271984.1	12	1	3	10
ENSG00000100979.13	1293	629	1328	947
ENSG00000100982.10	1780	1289	1353	1510
ENSG00000198026.7	1674	1088	1442	1276
ENSG00000235525.1	0	0	0	0
ENSG00000100985.7	51	98	16	47
ENSG00000204044.6	28	1	2	17
ENSG00000124140.11	100	24	34	31
ENSG00000124160.10	1730	1389	1610	1441
ENSG00000213820.3	3	0	0	2
ENSG00000101017.12	23	16	40	33
ENSG00000229957.1	0	0	2	0
ENSG00000149654.8	8	0	2	2
ENSG00000080189.13	1577	1830	1964	1303
ENSG00000273828.1	6	4	8	2
ENSG00000062598.16	1148	1226	1635	965
ENSG00000215452.3	17	2	2	16
ENSG00000225849.1	6	4	3	2
ENSG00000184617.10	7	7	1	6
ENSG00000198185.10	113	297	242	75
ENSG00000149635.2	0	0	0	0
ENSG00000158296.12	55	31	23	156
ENSG00000273893.1	149	52	60	110
ENSG00000172315.5	1214	685	729	1053
ENSG00000271784.1	5	2	3	7
ENSG00000197496.5	402	375	557	1302
ENSG00000222874.1	0	0	0	0
ENSG00000235922.1	0	1	0	0
ENSG00000064655.17	1282	54	33	1022
ENSG00000236028.1	3	3	2	7
ENSG00000226769.1	22	4	0	15
ENSG00000239783.1	2	2	0	0
ENSG00000215450.2	8	4	2	4
ENSG00000264901.1	8	1	0	0
ENSG00000101040.18	3039	1956	3440	3364
ENSG00000267882.2	98	24	87	65
ENSG00000273451.1	65	18	69	42
ENSG00000231119.2	119	26	79	52
ENSG00000224565.1	2	1	1	7
ENSG00000234075.1	2	1	0	0
ENSG00000202186.1	0	0	0	0
ENSG00000201742.1	0	0	0	0
ENSG00000124151.17	1757	983	1725	3667
ENSG00000221294.1	0	0	0	0
ENSG00000229853.1	2	0	2	14
ENSG00000280970.1	0	0	0	0
ENSG00000196562.13	2520	590	627	2141
ENSG00000255438.2	17	7	12	21
ENSG00000238950.1	0	0	0	0
ENSG00000215448.3	0	0	0	0
ENSG00000251770.1	1	0	0	0
ENSG00000238785.1	0	0	0	0
ENSG00000234967.1	0	0	0	10
ENSG00000228503.1	0	0	0	10
ENSG00000237423.1	0	0	0	0
ENSG00000229522.1	0	0	2	0
ENSG00000276923.1	0	0	1	0
ENSG00000276815.1	0	0	0	0
ENSG00000235621.7	2	0	0	2
ENSG00000236874.1	0	0	0	0
ENSG00000274261.1	0	0	0	0
ENSG00000281365.1	0	0	0	0
ENSG00000281460.1	0	0	1	0
ENSG00000238452.1	0	0	0	0
ENSG00000124126.12	1824	1131	1424	4581
ENSG00000251876.1	1	0	1	2
ENSG00000278231.1	23	3	12	14
ENSG00000124198.8	1943	1272	2314	2796
ENSG00000230758.1	0	0	0	1
ENSG00000227431.4	11	3	2	7
ENSG00000124207.15	3551	2923	3347	3783
ENSG00000124214.18	2409	2527	3067	2709
ENSG00000226284.1	11	4	18	15
ENSG00000124228.13	2333	1862	1978	2179
ENSG00000124201.13	2000	1698	2603	1588
ENSG00000177410.11	390	241	263	324
ENSG00000277830.1	0	0	0	0
ENSG00000209042.1	40	22	18	18
ENSG00000274760.1	0	0	0	0
ENSG00000222365.1	29	14	29	29
ENSG00000277967.1	0	0	0	0
ENSG00000212304.1	0	0	0	0
ENSG00000158445.7	279	120	549	177
ENSG00000124212.5	88	60	38	130
ENSG00000265225.1	0	0	0	0
ENSG00000158470.5	1816	1834	2106	1510
ENSG00000276031.1	0	0	0	0
ENSG00000231878.1	2	0	2	0
ENSG00000252540.1	1	0	0	0
ENSG00000197818.10	847	756	930	990
ENSG00000237788.1	31	19	45	16
ENSG00000158480.9	629	637	697	600
ENSG00000199490.1	0	0	2	0
ENSG00000269103.2	0	0	0	0
ENSG00000124226.9	1825	1520	1641	1735
ENSG00000229222.1	44	30	31	55
ENSG00000206710.1	1	0	0	1
ENSG00000124216.3	1521	240	930	982
ENSG00000231265.1	0	0	0	0
ENSG00000244687.10	226	121	207	203
ENSG00000124208.16	0	0	0	0
ENSG00000240849.9	1176	1100	930	993
ENSG00000237595.3	21	22	10	12
ENSG00000234698.1	6	3	5	4
ENSG00000231742.4	10	19	27	4
ENSG00000277449.1	47	32	65	58
ENSG00000172216.5	852	1119	1011	749
ENSG00000224397.4	27	2	15	35
ENSG00000203999.7	91	69	37	58
ENSG00000233077.1	8	3	6	3
ENSG00000244376.3	0	0	2	0
ENSG00000231715.1	0	3	1	0
ENSG00000196396.8	1699	1652	1885	1703
ENSG00000239742.3	4	5	3	4
ENSG00000201501.1	20	4	2	12
ENSG00000232043.1	90	20	88	48
ENSG00000208018.1	4	3	4	7
ENSG00000042062.10	154	237	501	452
ENSG00000221091.1	0	0	1	0
ENSG00000231302.1	0	2	0	2
ENSG00000278453.1	0	1	0	0
ENSG00000234693.1	0	27	3	2
ENSG00000124171.7	141	148	177	183
ENSG00000124243.16	350	638	394	299
ENSG00000230043.1	0	0	0	0
ENSG00000265062.1	0	0	1	2
ENSG00000101126.14	3337	2199	3362	3245
ENSG00000228663.1	67	22	58	44
ENSG00000259456.3	35	41	70	54
ENSG00000000419.11	950	862	1031	901
ENSG00000265582.1	0	0	1	0
ENSG00000124217.4	671	530	802	584
ENSG00000232358.1	1	0	0	0
ENSG00000026559.12	746	405	167	813
ENSG00000279835.1	0	0	0	0
ENSG00000228820.2	4	0	0	0
ENSG00000263592.1	0	0	0	0
ENSG00000263645.1	0	0	0	0
ENSG00000101096.18	228	58	58	143
ENSG00000266761.1	0	1	0	0
ENSG00000054793.12	1203	1501	1264	3057
ENSG00000275370.1	0	2	0	1
ENSG00000215444.2	0	2	0	1
ENSG00000101115.11	181	44	35	190
ENSG00000227964.1	4	0	3	0
ENSG00000252467.1	0	0	0	0
ENSG00000252654.1	0	0	0	0
ENSG00000020256.18	859	685	798	895
ENSG00000233347.1	6	2	11	14
ENSG00000234948.1	2	72	5	0
ENSG00000276817.1	0	0	0	0
ENSG00000225785.1	0	15	2	0
ENSG00000275958.1	0	2	0	0
ENSG00000232465.1	0	0	0	0
ENSG00000234821.1	0	0	2	0
ENSG00000232294.4	0	33	2	0
ENSG00000232286.1	0	0	0	1
ENSG00000230636.1	2	0	0	0
ENSG00000182463.14	1019	86	58	798
ENSG00000252629.1	2	0	0	0
ENSG00000199218.1	11	0	0	8
ENSG00000223492.1	10	2	6	10
ENSG00000227705.1	45	1	0	11
ENSG00000271774.1	2	2	1	2
ENSG00000231703.2	34	7	10	35
ENSG00000224530.1	0	3	0	2
ENSG00000259723.1	2	0	0	0
ENSG00000206959.1	0	0	0	0
ENSG00000197670.6	63	23	79	51
ENSG00000171940.12	1333	945	1457	1691
ENSG00000235415.1	0	0	0	0
ENSG00000238468.1	0	0	0	0
ENSG00000225563.1	0	0	0	0
ENSG00000241721.1	0	0	0	4
ENSG00000064787.11	462	212	365	1731
ENSG00000236352.1	0	1	1	0
ENSG00000265595.1	0	0	0	0
ENSG00000019186.8	2	72	0	1
ENSG00000101132.8	780	659	587	785
ENSG00000280041.1	0	0	0	0
ENSG00000274453.1	0	0	0	0
ENSG00000101134.10	68	43	94	124
ENSG00000252089.1	0	0	0	0
ENSG00000185834.10	115	42	171	97
ENSG00000235166.6	0	0	0	1
ENSG00000224008.1	0	0	0	0
ENSG00000275923.1	0	0	0	0
ENSG00000054803.3	1	0	2	2
ENSG00000222118.1	0	0	0	0
ENSG00000124089.4	0	0	0	2
ENSG00000235594.1	0	0	0	0
ENSG00000230843.1	2	0	0	0
ENSG00000124098.9	1549	787	1266	1698
ENSG00000087586.16	1730	2103	1952	1961
ENSG00000101138.10	1382	1102	1351	1471
ENSG00000087589.15	100	70	224	88
ENSG00000228601.1	0	0	0	0
ENSG00000212084.2	0	0	0	0
ENSG00000022277.11	1511	1394	1555	1517
ENSG00000124091.8	45	15	53	35
ENSG00000124103.8	8	1	5	12
ENSG00000280387.1	8	6	21	16
ENSG00000213714.1	23	8	7	23
ENSG00000225657.2	0	0	0	0
ENSG00000214541.3	13	6	9	0
ENSG00000087510.6	100	1113	1366	945
ENSG00000252091.1	0	0	0	0
ENSG00000241821.3	0	0	0	0
ENSG00000237000.1	0	0	0	0
ENSG00000221416.1	0	0	0	0
ENSG00000231604.2	0	0	0	0
ENSG00000207158.1	0	0	0	0
ENSG00000251772.1	0	0	3	0
ENSG00000238644.1	0	0	0	0
ENSG00000231078.1	0	0	0	0
ENSG00000203266.2	0	0	0	0
ENSG00000280220.1	6	0	0	2
ENSG00000101144.11	739	292	222	1589
ENSG00000235032.1	0	0	0	9
ENSG00000226308.1	4	2	0	7
ENSG00000252064.1	0	0	0	0
ENSG00000266666.1	0	0	0	0
ENSG00000231005.1	0	0	0	0
ENSG00000054796.11	0	0	0	1
ENSG00000101146.11	1982	1379	1536	2099
ENSG00000228995.1	12	4	3	7
ENSG00000256222.2	26	11	12	16
ENSG00000218018.2	18	6	12	27
ENSG00000132819.15	954	565	885	1223
ENSG00000124097.7	24	6	21	16
ENSG00000124092.11	3	0	2	5
ENSG00000124253.10	12	8	2	12
ENSG00000227297.1	0	13	0	0
ENSG00000124256.13	20	4	8	15
ENSG00000124225.14	1663	2672	1630	2183
ENSG00000278709.1	79	102	38	99
ENSG00000263453.1	0	0	0	0
ENSG00000221007.1	0	0	0	0
ENSG00000203971.1	0	0	0	0
ENSG00000221451.1	0	0	0	0
ENSG00000275852.1	0	0	0	0
ENSG00000221385.1	0	0	0	0
ENSG00000225708.5	0	0	0	0
ENSG00000270411.1	0	0	0	0
ENSG00000124237.5	2	0	0	0
ENSG00000124227.5	4	0	1	2
ENSG00000124224.15	292	318	217	159
ENSG00000124209.3	1490	1585	1780	2094
ENSG00000124164.14	2557	1595	2317	3127
ENSG00000198768.9	418	96	285	91
ENSG00000231290.4	114	126	182	28
ENSG00000254620.1	7	0	7	2
ENSG00000221174.1	0	1	0	1
ENSG00000268941.2	14	50	14	3
ENSG00000124222.20	2181	1944	2224	2223
ENSG00000254995.4	83	35	57	66
ENSG00000215440.10	539	126	326	403
ENSG00000254419.1	27	9	23	14
ENSG00000237121.1	0	1	2	0
ENSG00000270279.1	6	2	6	0
ENSG00000268649.3	8	10	2	3
ENSG00000276373.1	0	0	0	0
ENSG00000216031.1	4	4	4	0
ENSG00000235590.6	15	32	28	21
ENSG00000268333.1	16	22	23	23
ENSG00000087460.22	4137	3079	3730	4045
ENSG00000276859.1	0	0	0	0
ENSG00000276722.1	0	0	0	0
ENSG00000274491.1	0	0	0	0
ENSG00000275069.1	0	0	0	0
ENSG00000225806.6	19	10	3	18
ENSG00000270951.1	6	0	0	0
ENSG00000101158.11	2861	1794	2351	2402
ENSG00000101160.12	748	216	876	502
ENSG00000101162.3	38	24	39	31
ENSG00000124172.8	674	513	544	625
ENSG00000101166.14	1847	1527	1588	1593
ENSG00000232925.2	0	0	0	0
ENSG00000274961.1	0	0	0	2
ENSG00000124203.5	8	2	6	8
ENSG00000124205.14	2	4	0	2
ENSG00000263903.1	0	0	0	0
ENSG00000225129.1	0	0	0	0
ENSG00000230352.1	0	0	0	0
ENSG00000233686.3	0	0	0	0
ENSG00000227282.1	0	0	0	0
ENSG00000087495.15	27	1	6	31
ENSG00000238194.1	0	0	0	1
ENSG00000238777.1	0	0	0	1
ENSG00000196074.11	18	45	105	110
ENSG00000196227.9	1256	665	647	1173
ENSG00000132825.6	182	163	279	188
ENSG00000124215.15	13	11	18	34
ENSG00000176659.7	4	1	0	9
ENSG00000276093.1	0	0	2	2
ENSG00000228340.4	4	3	11	24
ENSG00000207802.1	1	0	2	0
ENSG00000229690.1	0	0	0	2
ENSG00000266140.1	0	0	0	0
ENSG00000265617.1	0	0	0	0
ENSG00000276627.1	0	0	0	0
ENSG00000261035.1	0	0	0	0
ENSG00000229755.1	0	0	0	0
ENSG00000229606.1	0	0	0	0
ENSG00000179242.14	274	268	482	39
ENSG00000276786.1	10	3	15	4
ENSG00000277270.1	11	11	22	6
ENSG00000179253.3	12	6	4	4
ENSG00000225106.1	5	0	2	0
ENSG00000130699.15	269	235	421	344
ENSG00000221417.1	0	0	0	0
ENSG00000235018.1	10	8	10	8
ENSG00000265306.1	0	0	0	0
ENSG00000149657.18	1240	886	1388	1038
ENSG00000280448.1	0	0	0	0
ENSG00000101182.13	1861	1577	1584	1705
ENSG00000184402.13	1279	520	929	988
ENSG00000101181.16	1378	1321	1494	1153
ENSG00000101180.14	45	2	4	14
ENSG00000130703.14	969	953	1078	1008
ENSG00000130706.11	1239	1205	1112	1082
ENSG00000226332.2	74	60	243	33
ENSG00000130702.12	3941	3452	7032	2232
ENSG00000265329.1	0	0	0	0
ENSG00000228812.6	6	2	13	10
ENSG00000273619.1	188	78	100	140
ENSG00000171858.16	988	744	797	785
ENSG00000149679.10	415	481	427	475
ENSG00000275437.1	56	48	74	56
ENSG00000130701.3	16	0	7	87
ENSG00000233017.2	3	0	2	0
ENSG00000130700.6	2	0	0	6
ENSG00000272050.1	0	0	0	0
ENSG00000260542.1	0	0	9	10
ENSG00000174403.14	117	184	300	124
ENSG00000174407.10	319	266	290	589
ENSG00000199017.1	5	8	7	25
ENSG00000207764.1	5	3	5	3
ENSG00000226094.1	50	46	54	75
ENSG00000264490.3	65	28	38	70
ENSG00000273812.1	8	12	41	9
ENSG00000232121.1	1	2	0	0
ENSG00000229882.1	0	0	2	0
ENSG00000167046.4	2	3	29	4
ENSG00000101187.14	267	192	899	240
ENSG00000277496.1	44	24	79	37
ENSG00000276317.1	17	3	28	17
ENSG00000232803.1	42	18	15	36
ENSG00000237687.2	0	2	1	0
ENSG00000101188.4	179	1583	1355	54
ENSG00000223669.1	3	4	5	1
ENSG00000228705.1	8	11	4	1
ENSG00000101189.6	1093	1210	1149	842
ENSG00000229873.1	13	4	4	7
ENSG00000060491.15	1334	1627	1525	1123
ENSG00000092758.14	767	634	496	706
ENSG00000101190.11	670	404	727	491
ENSG00000233838.5	0	0	0	0
ENSG00000236527.1	10	2	1	7
ENSG00000101191.15	3206	1919	3088	2730
ENSG00000273759.1	60	32	48	64
ENSG00000101193.7	2436	1627	1905	2184
ENSG00000101194.16	191	30	158	43
ENSG00000125533.5	2	0	0	0
ENSG00000272259.4	0	0	0	1
ENSG00000125514.8	0	2	0	4
ENSG00000237119.1	0	2	0	0
ENSG00000231133.5	4	1	0	2
ENSG00000274915.1	0	0	0	0
ENSG00000225978.3	2	8	4	0
ENSG00000260416.1	0	0	0	2
ENSG00000231977.1	4	0	0	0
ENSG00000207598.1	0	0	0	0
ENSG00000149658.16	1883	1313	1927	1790
ENSG00000273821.1	10	6	8	9
ENSG00000101197.11	0	2	0	4
ENSG00000266463.1	0	0	0	0
ENSG00000101198.13	24	8	13	27
ENSG00000275620.1	10	10	4	4
ENSG00000101199.11	2952	2470	2824	2511
ENSG00000266104.1	6	2	6	0
ENSG00000101203.15	2185	656	112	2047
ENSG00000222439.1	2	0	0	0
ENSG00000101204.14	10	2	0	4
ENSG00000203900.2	0	0	2	0
ENSG00000075043.16	1962	46	19	1474
ENSG00000280936.1	0	0	0	0
ENSG00000226390.1	0	0	0	0
ENSG00000101210.9	1784	1272	2259	2202
ENSG00000230226.1	0	0	2	0
ENSG00000125534.8	1069	1008	1019	1036
ENSG00000101213.6	116	40	77	370
ENSG00000125508.3	35	6	14	173
ENSG00000275812.1	2	1	0	1
ENSG00000125531.6	6	0	26	14
ENSG00000130589.15	658	1111	1176	547
ENSG00000101216.9	804	582	943	883
ENSG00000232442.1	301	149	206	254
ENSG00000197457.8	1748	614	1843	1539
ENSG00000258366.6	68	28	47	39
ENSG00000026036.19	121	78	136	131
ENSG00000243509.4	0	0	0	0
ENSG00000101246.18	1302	1097	1078	1008
ENSG00000197114.10	220	174	197	197
ENSG00000273154.2	3	6	6	6
ENSG00000274501.1	9	4	21	5
ENSG00000203896.8	185	109	134	128
ENSG00000273047.1	0	0	0	0
ENSG00000125520.12	1346	1375	1607	1281
ENSG00000130584.9	537	425	559	333
ENSG00000229299.2	0	0	0	0
ENSG00000231208.4	6	20	14	2
ENSG00000279610.1	0	0	0	2
ENSG00000268858.2	94	120	172	75
ENSG00000183260.6	0	0	0	0
ENSG00000101150.16	2536	2362	2929	2126
ENSG00000101152.9	2590	2464	2793	2371
ENSG00000199805.1	15	5	1	12
ENSG00000274555.1	4	0	3	0
ENSG00000216141.3	0	0	0	0
ENSG00000274277.1	2	0	1	5
ENSG00000216195.3	0	2	0	0
ENSG00000275842.1	0	2	1	0
ENSG00000215946.3	11	2	7	2
ENSG00000198276.12	1083	779	929	1061
ENSG00000272045.1	0	0	0	0
ENSG00000207554.1	3	6	15	13
ENSG00000280213.1	126	118	148	183
ENSG00000196700.6	1683	1074	1691	1709
ENSG00000130590.12	139	286	291	219
ENSG00000101161.7	3568	3278	2974	3120
ENSG00000196421.6	149	44	139	131
ENSG00000203883.6	212	78	563	186
ENSG00000171703.15	1489	780	1489	1208
ENSG00000237371.1	6	4	33	5
ENSG00000171700.12	492	601	572	486
ENSG00000274034.1	0	0	2	3
ENSG00000125510.14	14	8	53	15
ENSG00000171695.9	21	8	4	10
ENSG00000125522.3	0	0	0	0
ENSG00000196132.10	169	49	10	117
ENSG00000203880.10	865	457	615	683
ENSG00000278171.1	4	1	4	8
ENSG00000232852.1	6	3	11	5
ENSG00000149656.7	15	5	22	9
ENSG00000274727.1	3	0	14	1
ENSG00000279493.1	0	0	0	0
ENSG00000277117.3	10	20	39	48
ENSG00000279687.1	0	1	0	2
ENSG00000280071.2	87	106	83	91
ENSG00000276612.2	0	0	0	0
ENSG00000275464.2	360	502	375	298
ENSG00000280433.1	179	168	143	99
ENSG00000279669.1	0	0	0	0
ENSG00000279094.2	2	2	6	0
ENSG00000274333.3	0	0	1	0
ENSG00000277777.1	0	0	0	0
ENSG00000279186.1	0	0	0	0
ENSG00000279784.1	0	0	0	0
ENSG00000279064.1	0	0	0	0
ENSG00000274559.2	2	2	2	0
ENSG00000280013.1	0	0	0	0
ENSG00000279769.1	0	0	0	0
ENSG00000280191.2	0	0	0	0
ENSG00000280095.1	0	2	0	0
ENSG00000280179.1	6	2	6	0
ENSG00000275993.2	402	335	487	61
ENSG00000274790.1	0	0	0	0
ENSG00000275496.3	0	2	0	1
ENSG00000280019.1	0	0	0	0
ENSG00000279709.1	0	0	0	0
ENSG00000278903.2	1	0	0	0
ENSG00000276902.1	0	0	0	0
ENSG00000278014.1	0	0	0	0
ENSG00000274276.3	321	67	15	212
ENSG00000275895.3	93	35	19	59
ENSG00000280346.1	0	0	0	0
ENSG00000277798.1	1	0	0	0
ENSG00000279226.1	0	0	0	0
ENSG00000278927.1	0	0	0	0
ENSG00000276076.3	0	0	0	0
ENSG00000280145.2	12	6	1	1
ENSG00000278878.1	0	0	0	0
ENSG00000279788.1	0	0	0	0
ENSG00000279728.1	0	0	0	0
ENSG00000280164.1	14	2	8	2
ENSG00000279998.1	0	0	0	0
ENSG00000278955.1	0	0	0	0
ENSG00000275507.1	0	0	0	0
ENSG00000280172.1	0	0	0	2
ENSG00000279751.1	0	0	0	0
ENSG00000280018.2	33	10	14	27
ENSG00000279313.1	0	0	0	0
ENSG00000279477.1	0	0	0	0
ENSG00000278884.1	0	0	0	0
ENSG00000277067.3	3	6	4	1
ENSG00000274046.1	0	0	0	0
ENSG00000280330.1	0	0	0	0
ENSG00000279303.1	0	0	0	0
